_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3214340,324724087,23175728,6,2023-11-04T23:57:00,"2300 Block Los Angeles Ave Pittsburgh, PA 15216",N,Beechview,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,1920,4,5,-80.02901990926001,40.40266265972703
3214341,324735118,23175902,14,2023-11-05T11:05:00,"2400 Block Bracey Dr Pittsburgh, PA 15221",N,East Hills,5,CRIM MISCHIEF,3304 Criminal Mischief.,1306,,,,
3214342,324743261,23175969,6,2023-11-05T14:25:00,"3800 Block Bigelow St Pittsburgh, PA 15207",N,North Oakland,4,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,507,,,,
3214343,324749708,23176045,6,2023-11-05T05:00:00,"2300 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 6106 Firearms not to be Carried without a License. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",1306,9,2,-79.8713285890183,40.456616234957245
3214344,324581692,23174203,27,2023-11-02T10:17:00,"800 Block Western Ave Pittsburgh, PA 15233",N,Allegheny West,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2201,1,1,-80.01405943797234,40.452415273504435
3214345,324586110,23174249,0,2023-11-02T11:20:00,"100 Block W Elizbeth St Pittsburgh, PA 15207",N,Hazelwood,4,99,9994 PFA Service,1501,,,-80.03792155896883,40.427266815255905
3214346,324587428,23174187,10,2023-11-02T09:51:00,"600 Block Hillsboro St Pittsburgh, PA 15204",Y,Sheraden,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709(a)(4) Harassment Communicates Prohibited Acts,2018,,,,
3214347,324602163,23174317,27,2023-11-02T14:15:00,"Brownsville Rd & Nobles Ln Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2901,4,3,-79.99011597769447,40.40384541309651
3214348,324605768,23174343,6,2023-11-02T15:20:00,"S 21st St & Jane Trl Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3934 Theft from Vehicle,1609,3,3,-79.97643273216667,40.42671409238775
3214349,324609568,23173766,6,2023-10-31T20:25:00,"2500 Block West Liberty Ave Pittsburgh, PA 15226",N,Beechview,6,THEFT FROM AUTO,3934 Theft from Vehicle,1920,4,5,-80.0254967571288,40.39919261132081
3214350,324612839,23174398,10,2023-11-02T16:49:00,"W Burgess St & Wilson Ave Pittsburgh, PA 15214",N,Perry South,1,SIMPLE ASSAULT,2701 Simple Assault.,2614,6,1,-80.0131873805904,40.46639687988215
3214351,324637303,23174698,0,2023-11-03T06:30:00,"2800 Block Penn Ave N Pittsburgh, PA 15222",N,Strip District,2,99,"3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",203,7,6,-79.97522516855234,40.45685224474889
3214352,324639787,23174683,99,2023-11-03T04:53:00,"40 Block Elmore St Pittsburgh, PA 15219",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,6,3,-79.97813183505936,40.44161110347101
3214353,324641236,23174724,0,2023-11-03T07:47:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9090 Recovered Firearm,2620,1,1,-79.99204184514898,40.46535964895462
3214354,324651623,23174779,10,2023-11-03T10:00:00,"100 Block N Negley Ave Pittsburgh, PA 15206",N,Garfield,5,HARRASSMENT,2709(a) Harassment.,1114,7,2,-79.92473137348203,40.47428352828359
3214355,325133124,23178449,0,2023-11-10T04:30:00,"5700 Block Ollie St Pittsburgh, PA 15207",N,Lincoln Place,4,99,9994 PFA Service,3102,5,3,-79.91832880730144,40.36636054787702
3214356,325134440,23178504,99,2023-11-10T05:26:00,"11th St & Liberty Ave Pittsburgh, PA 15219",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.99345481041333,40.44413214411373
3214357,325182909,23178696,6,2023-11-10T14:46:00,"700 Block Hargrove St Pittsburgh, PA 15226",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1915,4,5,-80.01292496198126,40.41448504628747
3214358,325182974,23178688,6,2023-11-10T14:31:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.00207710815553,40.44123639882767
3214359,325186332,23178708,10,2023-11-10T15:14:00,"500 Block Wood St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT,2709(a) Harassment.,201,6,6,-80.00036837064228,40.44076816872796
3214360,325195299,23178904,6,2023-11-10T16:10:00,"2200 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,509,6,3,-79.97832011881441,40.44823273765979
3214361,325197451,23178868,99,2023-11-10T20:56:00,"100 Block Claus Ave Pittsburgh, PA 15227",N,Carrick,3,AIDED CASE,9497 Aided Case,2904,4,3,-79.97965213436161,40.38326379523455
3214362,324726894,23175812,0,2023-11-05T03:59:00,"1300 Block Woodland Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,8106 Shots Fired,2715,1,1,-80.03026917178845,40.469230793316164
3214363,324732744,23175682,27,2023-11-04T22:00:00,"5800 Block Walnut St Pittsburgh, PA 15232",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,705,8,2,-79.92858422760709,40.4526881565662
3214364,-3701000230,23175865,6,2023-11-05T08:00:00,"3500 Block Liberty Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,603,7,2,-79.96438293120809,40.461540596156816
3214365,324735375,23175905,18,2023-11-05T11:22:00,"Watson St & Van Braam St Pittsburgh, PA 15219",Y,Bluff,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,103,6,3,-79.98263902821063,40.43801099089991
3214366,324737455,23175874,6,2023-11-05T10:15:00,"6th St & Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,THEFT FROM AUTO,"3934 Theft from Vehicle / 2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 13(a)(32) Paraphernalia - Use or Possession / 5503 Disorderly Conduct. / 4914(A) False Identification to Law Enforcement",201,6,6,-80.00215297974785,40.4427499656881
3214367,324744612,23176020,0,2023-11-05T15:53:00,"2nd Ave & Hot Metal St Brg Pittsburgh, PA 15213",N,South Oakland,4,99,9999 9999 - (Misc. Incident): Dispatching of injured deer ,409,3,3,-79.95777310806159,40.429986209232894
3214368,324745905,23175971,6,2023-11-05T14:35:00,"700 Block E Warrington Ave Pittsburgh, PA 15210",Y,Allentown,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(16) Possession of Controlled Substance,1803,3,5,-79.99548870531873,40.421518980388285
3214369,324749684,23176080,0,2023-11-02T07:45:00,"5200 Block Forbes Ave Pittsburgh, PA 15217",Y,Squirrel Hill North,4,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,1401,8,3,-79.93758603638864,40.44263600222386
3214370,324750127,23176029,5,2023-11-05T17:37:00,"400 Block Ormsby St Pittsburgh, PA 15210",N,Mount Oliver,3,BURGLARY,3502 Burglary.,1607,3,3,-79.98162323951387,40.412632050651965
3214371,324750435,23176106,5,2023-11-05T02:00:00,"5800 Block Pierce St Pittsburgh, PA 15232",N,Shadyside,4,BURGLARY,3502 Burglary.,705,8,2,-79.93107205865826,40.45680609464287
3214372,324751314,23176115,0,2023-11-05T18:15:00,"6400 Block Darlington Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,459(505) Dog Laws,1408,5,3,-79.91750870564289,40.43661612943155
3214373,324792343,23176361,6,2023-11-06T09:45:00,"6300 Block Monitor St Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1414,5,3,-79.92385442483501,40.42532482080754
3214374,324799850,23176374,27,2023-11-04T11:30:00,"1600 Block 5th Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,305,6,3,-79.98380809701592,40.43835816009891
3214375,324802344,23176344,9,2023-11-03T00:30:00,"4600 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,FORGERY,4101 Forgery. / 4105(a)(1) Bad Checks,901,7,2,-79.95807260605908,40.473109003192576
3214376,324802661,23176343,27,2023-11-06T10:36:00,"5th Ave & Hamilton Ave Pittsburgh, PA 15208",N,Homewood West,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1786 Required Financial Responsibility.,1207,9,2,-79.90906299446183,40.45728986278443
3214377,324804167,23176410,11,2023-10-31T17:00:00,"3400 Block Iowa St Pittsburgh, PA 15219",N,Upper Hill,2,THEFT BY DECEPTION,3922 Theft by Deception.,506,6,3,-79.95651746421981,40.45216483683572
3214378,324818904,23176492,99,2023-11-06T12:00:00,"50 Block 33rd St Pittsburgh, PA 15201",N,Strip District,2,FOUND DRUGS,9017 Found Drugs,203,7,6,-79.97229244173745,40.46394904302631
3214379,324822722,23176541,15,2023-11-06T17:33:00,"6400 Block Frankstown Ave Pittsburgh, PA 15206",N,Larimer,5,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 4703 Operation of Vehicle without Official Certif. of Inspection / 4524 Windshield Obstructions and Wipers. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4706 Prohib. on Expend. for Emission Insp Prog..",1208,,,,
3214380,-3672010528,23176497,10,2023-11-06T12:45:00,"500 Block Crane Ave Pittsburgh, PA 15216",Y,Beechview,6,SIMPLE ASSAULT,2701 Simple Assault.,1916,4,5,-80.02051091700012,40.41706415309182
3214381,-3704003407,23176587,14,2023-11-05T00:00:00,"1700 Block Mt Joseph St Pittsburgh, PA 15210",N,Carrick,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2901,4,3,-79.99134929883813,40.397600237348364
3214382,324832146,23176381,99,2023-11-06T11:36:00,"5600 Block 5th Ave Pittsburgh, PA 15232",Y,Squirrel Hill North,4,ACCIDENTAL FIRE,9018 Accidental Fire,1402,8,3,-79.93054340023178,40.44916252170552
3214383,324689884,23175189,18,2023-11-03T23:30:00,"S 6th St Pittsburgh, PA 15203",Y,South Side Flats,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,1702,3,3,-79.99363493288615,40.42916551046551
3214384,324716464,23175592,6,2023-11-04T18:45:00,"1400 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,103,6,3,-79.98650142235705,40.43772890656633
3214385,324720915,23175649,6,2023-11-04T21:16:00,"1700 Block Bentley Dr Pittsburgh, PA 15219",N,Terrace Village,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",511,,,,
3214386,324768241,23176253,10,2023-11-06T04:18:00,"500 Block Blessing St Pittsburgh, PA 15213",Y,Upper Hill,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,506,6,3,-79.95593293482709,40.4562404489991
3214387,325201476,23179042,10,2023-11-11T03:41:00,"900 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,RESIST ARREST/OTHER LAW ENFORC,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5104 Resisting Arrest or Other Law Enforcement. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE",1918,4,5,-80.01918980614472,40.39287943759868
3214388,325215052,23179215,0,2023-11-11T12:11:00,"7100 Block Monticello St Pittsburgh, PA 15208",Y,Homewood North,5,99,3323 Stop Signs and Yield Signs. / 627.02(b)(i) Possessing a small amount of marijuana,1302,9,2,-79.8976719834714,40.46002076081687
3214389,325223068,23179283,5,2023-11-11T14:48:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief. / 3503 Criminal Trespass / 903 Criminal Conspiracy. / 1332 Display of Registration Plate.,1203,9,2,-79.8981879658853,40.4713865299559
3214390,325224569,23179428,10,2023-11-11T20:17:00,"100 Block N Euclid Ave Pittsburgh, PA 15206",N,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1115,9,2,-79.92780178307947,40.462540545386524
3214391,325227014,23179464,3,2023-11-11T21:15:00,"1600 Block Broadway Ave Pittsburgh, PA 15216",Y,Beechview,6,ROBBERY,3701 Robbery. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 907 Possessing Instruments of Crime.,1916,4,5,-80.02493553876253,40.410468276284114
3214392,325229417,23178726,6,2023-11-10T16:00:00,"50 Block Amanda Ave Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3928 Unauthorized Use of Automobile and Other Vehicles.,1803,3,5,-79.98813525781723,40.41622016248778
3214393,325231468,23179575,27,2023-11-12T02:41:00,"General Robinson St E & Anderson St Pittsburgh, PA 15212",N,North Shore,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2205,1,6,-80.00074435805564,40.448950162806
3214394,325248112,23179686,14,2023-11-12T11:12:00,"900 Block N Euclid Ave Pittsburgh, PA 15206",Y,Highland Park,5,CRIM MISCHIEF,3304 Criminal Mischief. / 9498 302 (Mental),1102,7,2,-79.92224242868004,40.47174506801171
3214395,325248285,23179257,27,2023-11-11T13:51:00,"Wood St & 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-80.00164035406003,40.438886189621066
3214396,324759165,23176169,0,2023-11-05T19:50:00,"Mc Pherson Blvd & N Linden Ave Pittsburgh, PA 15208",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): ,1405,9,2,-79.90839375633492,40.45484054718671
3214397,324765954,23176229,24,2023-11-06T02:30:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 4914 False Identification to Law Enforcement Authorities,509,6,3,-79.97427399849045,40.44961434187343
3214398,324837678,23176690,10,2023-11-06T20:37:00,"900 Block Portland St Pittsburgh, PA 15206",Y,Highland Park,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1102,7,2,-79.92512508049768,40.47266494918283
3214399,324841416,23176683,99,2023-11-06T20:19:00,"100 Block Westland Dr Pittsburgh, PA 15217",Y,Squirrel Hill South,4,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1414,,,,
3214400,324935691,23177191,5,2023-11-07T18:30:00,"1200 Block Arnold St Pittsburgh, PA 15220",N,Crafton Heights,6,BURGLARY,3502 Burglary.,2815,2,5,-80.04512888282174,40.44208156540257
3214401,324945202,23171350,21,2023-10-28T07:04:00,"900 Block Second Ave Pittsburgh, PA 15219",Y,Strip District,2,DUI - DRUG - IMPAIRED ABILITY,3802(d)(2) DUI - Drug - Impaired Ability / 3743 Accidents Involving Damage to Attended Veh. or Property / 1311 Registration Card to be Signed and Exhibited on Demand. / 1511 Carrying and Exhibiting Driver's License on Demand. / 3736 Reckless Driving / 9134 Pedestrian Hit by Vehicle/Non-Reportable Accident / 3353 Prohibitions in Specified Places. / 3354 Additional Parking Regulations.,203,6,6,-79.99318468129471,40.43507182089466
3214402,324815581,23176515,0,2023-11-06T16:02:00,"1200 Block Lakewood St Pittsburgh, PA 15220",N,Elliott,6,99,9994 PFA Service,2020,2,5,-80.0412152803866,40.44798372394515
3214403,324826706,23176534,0,2023-11-06T17:30:00,"300 Block Virginia Ave Pittsburgh, PA 15211",N,Mount Washington,3,99,9093 Indirect Criminal Contempt,1903,2,5,-80.01055531040475,40.4311154208779
3214404,324838652,23175814,18,2023-11-05T03:11:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Homewood North,5,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3802(a)(1) DUI - General Impairment / 3332 Limitations on Turning Around.,1301,6,6,-79.99688178462712,40.43480407292362
3214405,324839997,23176717,10,2023-11-06T21:37:00,"2200 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,SIMPLE ASSAULT,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2701 Simple Assault.",1306,9,2,-79.87309251906457,40.45390419790739
3214406,324724633,23175756,10,2023-11-05T01:41:00,"5800 Block Ellsworth Ave Pittsburgh, PA 15232",Y,Shadyside,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 3304 Criminal Mischief. / 2903 False Imprisonment. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,201,8,2,-79.93059880543144,40.45608764034634
3214407,324927471,23177070,10,2023-11-07T15:55:00,"1600 Block 5th Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,305,6,3,-79.98380809701592,40.43835816009891
3214408,324936356,23176463,6,2023-11-06T14:21:00,"1900 Block Bedford Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,305,6,3,-79.9834256010714,40.44592893710724
3214409,324936862,23177238,6,2023-11-07T16:30:00,"200 Block 9th St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,,,,
3214410,325275083,23180024,10,2023-11-13T01:40:00,"1700 Block E Carson St Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT,2709(a) Harassment.,1702,3,3,-79.98187231372171,40.42859317552536
3214411,325281101,23177594,14,2023-11-08T13:48:00,"Fieger St & S 13th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief.,1702,3,3,-79.98540576020977,40.430731731018135
3214412,325284789,23180094,10,2023-11-13T07:35:00,"Carver St & Ashley St Pittsburgh, PA 15206",Y,Larimer,5,HARRASSMENT,2709(a) Harassment.,1208,9,2,-79.91414183701666,40.46380267793186
3214413,324777734,23176316,6,2023-11-06T09:00:00,"2100 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT FROM AUTO,3934 Theft from Vehicle,509,6,3,-79.98068573985466,40.44705788422061
3214414,324779805,23176309,11,2023-11-05T22:00:00,"1400 Block Severn St Pittsburgh, PA 15217",N,Squirrel Hill North,4,THEFT BY DECEPTION,3922 Theft by Deception.,1403,8,3,-79.91670501575413,40.44436250527569
3214415,324802625,23176385,27,2023-11-06T11:50:00,"Liberty Ave & 28th St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,203,7,6,-79.97495071287605,40.45630190306511
3214416,324808622,23176448,99,2023-11-06T14:00:00,"2700 Block Carey Way Pittsburgh, PA 15203",N,South Side Flats,3,FOUND DRUGS,9017 Found Drugs,1609,3,3,-79.96726625305939,40.426621232915245
3214417,324825792,23176614,18,2023-11-06T18:14:00,"2000 Block Wyandotte St Pittsburgh, PA 15219",Y,Crawford-Roberts,2,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession,305,6,3,-79.97759790381808,40.43826361769635
3214418,324826834,23176619,0,2023-11-06T18:30:00,"1400 Block Alton St Pittsburgh, PA 15216",N,Beechview,6,99,9994 PFA Service,1916,4,5,-80.02111752548393,40.413081260754694
3214419,324827629,23176602,6,2023-11-06T17:00:00,"100 Block Kathleen St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1807,3,5,-80.00434527074383,40.425364567737645
3214420,324832127,23176622,29,2023-11-06T18:49:00,"1500 Block Clairtonica St Pittsburgh, PA 15205",N,Crafton Heights,6,RUNAWAYS - JUVENILE,029 Missing Juvenile,2815,,,,
3214421,324835672,23176578,10,2023-11-06T16:45:00,"Allen St & Eureka St Pittsburgh, PA 15210",N,Allentown,3,SIMPLE ASSAULT,2701 Simple Assault.,1803,3,5,-79.9937762096871,40.42375678840382
3214422,325019636,23177635,6,2023-11-08T15:32:00,"900 Block Langtry St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2715,,,,
3214423,325022049,23177689,10,2023-11-08T16:53:00,"4000 Block Penn Ave Pittsburgh, PA 15201",Y,Central Lawrenceville,2,HARRASSMENT,2709(a) Harassment.,902,7,2,-79.95792744691327,40.46518837697906
